usaf,wban,datetime,latitude,longitude,elevation,windAngle,windSpeed,temperature,seaLvlPressure,cloudCoverage,presentWeatherIndicator,pastWeatherIndicator,precipTime,precipDepth,snowDepth,stationName,countryOrRegion,p_k,year,day,version
424630,99999,2019-10-03,25.45,78.617,258.0,230.0,3.1,27.4,998.1,OVC,5.0,2.0,21.0,6.0,,JHANSI,IN,424630-99999,2019,11,1.0
997988,99999,2019-10-03,46.817,-87.717,185.0,0.0,0.0,20.2,1007.5,,,,,,,BIG BAY,US,997988-99999,2019,11,1.0
010460,99999,2019-10-03,69.783,20.95,5.0,,,11.0,1014.9,,,,,,,SORKJOSEN,NO,010460-99999,2019,11,1.0
085150,99999,2019-10-03,36.973,-25.173,96.0,360.0,1.0,20.5,1024.5,FEW,,,99.0,9999.0,,SANTA MARIA,PO,085150-99999,2019,11,1.0
875820,99999,2019-10-03,-34.433,-58.4,6.0,140.0,1.5,12.5,1015.6,SCT,,,1.0,9999.0,,AEROPARQUE JORGE NEWBERY,AR,875820-99999,2019,11,1.0
712350,99999,2019-10-03,51.076,-114.552,1235.0,249.0,3.9,23.2,,,,,6.0,9999.0,,COP UPPER  ALTA,CA,712350-99999,2019,11,1.0
712350,99999,2019-10-03,51.08,-114.22,1235.0,250.0,4.1,24.0,,,,,,,,COP UPPER  ALTA,CA,712350-99999,2019,11,1.0
151200,99999,2019-10-03,46.785,23.686,316.0,270.0,3.1,12.0,,,,,,,,CLUJ NAPOCA,RO,151200-99999,2019,11,1.0
024860,99999,2019-10-03,59.367,17.517,6.0,,,12.4,,,,,1.0,0.0,,ADELSO,SW,024860-99999,2019,11,1.0
081600,99999,2019-10-03,41.661,-1.004,263.0,310.0,4.6,23.5,1014.7,CLR,,,6.0,9999.0,,ZARAGOZA AB,SP,081600-99999,2019,11,1.0
151200,99999,2019-10-03,46.783,23.567,414.0,220.0,2.0,11.0,1014.0,,,,6.0,0.0,,CLUJ NAPOCA,RO,151200-99999,2019,11,1.0
998264,99999,2019-10-03,30.217,-93.217,8.0,0.0,0.0,30.8,1012.5,,,,,,,LAKE CHARLES,US,998264-99999,2019,11,1.0
689263,99999,2019-10-03,-34.555,20.251,16.0,60.0,2.1,7.0,,,,,,,,OVERBERG,SF,689263-99999,2019,11,1.0
418590,99999,2019-10-03,25.733,89.233,34.0,180.0,1.0,26.0,999.8,OVC,61.0,6.0,24.0,586.0,,RANGPUR,BG,418590-99999,2019,11,1.0
