usaf,wban,datetime,latitude,longitude,elevation,windAngle,windSpeed,temperature,seaLvlPressure,cloudCoverage,presentWeatherIndicator,pastWeatherIndicator,precipTime,precipDepth,snowDepth,stationName,countryOrRegion,p_k,year,day,version
060960,99999,2019-09-30,55.183,8.567,9.0,300.0,6.7,12.6,1012.7,BKN,,,,,,ROEMOE/JUVRE,DA,060960-99999,2019,8,1.0
039620,99999,2019-09-30,52.702,-8.925,14.0,340.0,1.5,14.0,,,,,,,,SHANNON,EI,039620-99999,2019,8,1.0
029980,99999,2019-09-30,60.203,24.961,24.0,340.0,2.9,13.1,999.8,OVC,,8.0,,,0.0,HELSINKI KUMPULA,FI,029980-99999,2019,8,1.0
298070,99999,2019-09-30,53.35,75.45,94.0,,,13.6,1009.3,BKN,,,,,,ERTIS,KZ,298070-99999,2019,8,1.0
768400,99999,2019-09-30,16.233,-93.9,48.0,360.0,2.0,34.6,1010.2,SCT,,,24.0,0.0,,ARRIAGA  CHIS.,MX,768400-99999,2019,8,1.0
998442,99999,2019-09-30,44.657,-67.21,10.0,300.0,1.5,19.9,1010.4,,,,,,,CUTLER FARRIS WHARF,US,998442-99999,2019,8,1.0
404200,99999,2019-09-30,25.3,49.483,178.0,310.0,4.1,34.1,994.3,,,,,,,AL AHSA,SA,404200-99999,2019,8,1.0
408530,99999,2019-09-30,29.233,56.567,2280.0,,,23.6,991.8,,,,6.0,0.0,,BAFT,IR,408530-99999,2019,8,1.0
127660,99999,2019-09-30,48.483,20.533,305.0,150.0,1.0,16.4,1009.4,,,,,,,JOSVAFO,HU,127660-99999,2019,8,1.0
124240,99999,2019-09-30,51.1,16.883,124.0,310.0,2.0,13.5,1013.0,BKN,,,6.0,0.0,,STRACHOWICE,PL,124240-99999,2019,8,1.0
408330,99999,2019-09-30,30.767,49.667,27.0,360.0,5.0,30.1,995.0,,,,6.0,0.0,,AGHAJARI,IR,408330-99999,2019,8,1.0
126700,99999,2019-09-30,49.7,21.767,329.0,280.0,2.0,13.2,1011.3,FEW,,,6.0,0.0,,KROSNO,PL,126700-99999,2019,8,1.0
687170,99999,2019-09-30,-33.013,18.977,122.0,290.0,1.5,12.4,,,,,18.0,2.0,,PORTERVILLE,SF,687170-99999,2019,8,1.0
538450,99999,2019-09-30,36.583,109.45,1181.0,70.0,1.0,19.5,1006.0,OVC,,,,,,YAN AN,CH,538450-99999,2019,8,1.0
962530,99999,2019-09-30,-3.883,102.333,16.0,140.0,1.0,24.4,1011.0,BKN,10.0,2.0,,,,FATMAWATI SOEKARNO,ID,962530-99999,2019,8,1.0
119030,99999,2019-09-30,48.65,19.15,315.0,330.0,4.0,16.7,1010.4,,,,6.0,0.0,,SLIAC,LO,119030-99999,2019,8,1.0
295610,99999,2019-09-30,56.033,90.317,256.0,260.0,2.0,16.5,1008.2,FEW,,,12.0,0.0,,NAZAROVO,RS,295610-99999,2019,8,1.0
683500,99999,2019-09-30,-26.733,27.067,1351.0,60.0,1.0,1.4,,,,,,,,POTCHEFSTROOM,SF,683500-99999,2019,8,1.0
154190,99999,2019-09-30,44.653,25.579,159.0,270.0,1.0,20.0,1007.9,,,,6.0,40.0,,TITU,RO,154190-99999,2019,8,1.0
703210,25513,2019-09-30,59.05,-158.517,29.0,180.0,6.2,24.4,1014.2,,4.0,,,,,DILLINGHAM AIRPORT,US,703210-25513,2019,8,1.0
913560,00493,2019-09-30,5.333,163.033,4.0,80.0,2.1,26.7,1010.8,OVC,80.0,8.0,24.0,84.0,,KOSRAE,FM,913560-00493,2019,8,1.0
471850,43263,2019-09-30,33.294,126.163,71.0,110.0,3.6,22.0,1005.0,BKN,,,12.0,90.0,,GOSAN,KS,471850-43263,2019,8,1.0
710090,99999,2019-09-30,51.383,-113.35,896.0,100.0,1.0,21.9,,,,,,,,BEISEKER AGCM,CA,710090-99999,2019,8,1.0
537640,99999,2019-09-30,37.5,111.1,951.0,270.0,2.0,19.7,1007.9,BKN,,,,,,LISHI,CH,537640-99999,2019,8,1.0
227210,99999,2019-09-30,62.917,34.433,81.0,,,11.2,1002.1,OVC,,,,,,MEDVEZEGORSK,RS,227210-99999,2019,8,1.0
287190,99999,2019-09-30,54.017,54.15,356.0,190.0,2.0,9.8,1006.9,BKN,,,,,,AKSAKOVO,RS,287190-99999,2019,8,1.0
077850,99999,2019-09-30,43.0,9.367,113.0,240.0,7.7,26.1,1010.9,,,,6.0,0.0,,CAP CORSE,FR,077850-99999,2019,8,1.0
868590,99999,2019-09-30,-22.857,-54.606,375.0,283.0,1.8,13.2,1023.8,,,,99.0,9999.0,,JUTI,BR,868590-99999,2019,8,1.0
263350,99999,2019-09-30,57.317,25.333,122.0,,,10.8,998.7,,,,,,,PRIEKULI,LG,263350-99999,2019,8,1.0
160880,99999,2019-09-30,45.417,10.283,97.0,150.0,1.0,24.2,1009.2,,,,6.0,0.0,,GHEDI,IT,160880-99999,2019,8,1.0
725070,14765,2019-09-30,41.733,-71.433,19.0,180.0,4.6,22.2,1013.3,FEW,,,,,,THEODORE F GREEN STATE AIRPORT,US,725070-14765,2019,8,1.0
616980,99999,2019-09-30,12.883,-14.967,10.0,220.0,,28.5,1012.8,BKN,,,,,,KOLDA,SG,616980-99999,2019,8,1.0
997382,99999,2019-09-30,60.68,-151.4,8.0,190.0,2.1,17.6,1013.7,,,,,,,NIKISKI AK,US,997382-99999,2019,8,1.0
716290,99999,2019-09-30,72.017,-94.2,10.0,50.0,5.1,5.2,1009.6,,,,,,,FORT ROSS,CA,716290-99999,2019,8,1.0
154900,99999,2019-09-30,43.76,24.878,31.0,290.0,4.0,20.0,1008.7,BKN,17.0,9.0,3.0,9999.0,0.0,TURNU-MAGURELE,RO,154900-99999,2019,8,1.0
412910,99999,2019-09-30,19.517,57.65,102.0,210.0,9.3,25.1,995.1,OBS,,,,,,DUQM AIRPORT,MU,412910-99999,2019,8,1.0
307410,99999,2019-09-30,52.767,109.967,1286.0,340.0,2.0,14.4,,BKN,,,12.0,7.0,,ZAMAKTA,RS,307410-99999,2019,8,1.0
014300,99999,2019-09-30,58.017,7.45,138.0,,,10.0,,,,,6.0,0.0,,MANDAL II,NO,014300-99999,2019,8,1.0
713030,99999,2019-09-30,41.95,-82.52,177.0,,,24.3,1014.3,,,,,,,POINT PELEE CS  ONT,CA,713030-99999,2019,8,1.0
833580,99999,2019-09-30,-15.827,-54.396,374.0,0.0,0.0,18.2,1017.5,CLR,4.0,4.0,1.0,9999.0,,POXOREO (POXOREU),BR,833580-99999,2019,8,1.0
712890,99999,2019-09-30,52.35,-112.6,795.0,260.0,5.1,21.1,,,,,,,,STETTLER AGDM  ALTA,CA,712890-99999,2019,8,1.0
074910,99999,2019-09-30,45.638,5.88,237.0,,0.5,18.0,,,,,,,,AIX LES BAINS,FR,074910-99999,2019,8,1.0
716660,99999,2019-09-30,46.42,-64.77,36.0,300.0,1.5,20.9,1008.6,,,,24.0,0.0,,BUCTOUCHE CDA CS,CA,716660-99999,2019,8,1.0
151170,99999,2019-09-30,46.788,22.112,163.0,220.0,2.0,18.5,1008.6,,,,6.0,9999.0,,HOLOD,RO,151170-99999,2019,8,1.0
710410,99999,2019-09-30,45.65,-61.367,115.0,250.0,1.0,13.5,1009.5,,,,24.0,0.0,,PORT HAWKESBURY,CA,710410-99999,2019,8,1.0
997304,99999,2019-09-30,37.98,-76.47,10.0,250.0,4.6,25.9,1012.1,,,,,,,LEWISETTA  VA,US,997304-99999,2019,8,1.0
546620,99999,2019-09-30,38.966,121.539,33.0,310.0,2.0,25.0,,,,,,,,ZHOUSHUIZI,CH,546620-99999,2019,8,1.0
012380,99999,2019-09-30,62.117,9.283,974.0,120.0,1.0,2.2,1015.4,,,,6.0,0.0,,FOKSTUA II,NO,012380-99999,2019,8,1.0
874800,99999,2019-09-30,-32.267,-60.767,25.0,20.0,2.6,5.2,1023.2,SCT,,,1.0,9999.0,,ROSARIO,AR,874800-99999,2019,8,1.0
890630,99999,2019-09-30,-65.5,-64.25,11.0,170.0,1.0,-5.2,1015.7,SCT,,,,,,VERNADSKY,AY,890630-99999,2019,8,1.0
131600,99999,2019-09-30,45.77,19.15,87.0,230.0,3.0,17.5,1011.1,OVC,2.0,6.0,6.0,4.0,,SOMBOR,RI,131600-99999,2019,8,1.0
716960,99999,2019-09-30,58.72,-94.07,29.0,140.0,7.2,19.5,1006.9,,,,24.0,2.0,,CHURCHILL CLIMATE,CA,716960-99999,2019,8,1.0
066880,99999,2019-09-30,46.85,9.183,2480.0,260.0,4.1,6.2,,,,,,,,CRAP MASEGN,SZ,066880-99999,2019,8,1.0
133780,99999,2019-09-30,43.283,20.8,1713.0,330.0,2.0,12.2,,OVC,95.0,9.0,6.0,10.0,,KOPAONIK,RI,133780-99999,2019,8,1.0
083010,99999,2019-09-30,39.553,2.625,3.0,19.0,2.9,29.2,,,,,6.0,9999.0,,PALMA DE MALLORCA CMT,SP,083010-99999,2019,8,1.0
999999,63858,2019-09-30,32.457,-87.242,59.0,,0.7,27.7,,,,,1.0,0.0,,SELMA 13 WNW,US,999999-63858,2019,8,1.0
479450,99999,2019-09-30,25.847,131.263,51.0,210.0,5.7,28.0,,,,,,,,MINAMI DAITO,JA,479450-99999,2019,8,1.0
939290,99999,2019-09-30,-50.483,166.3,40.0,250.0,6.2,1.0,1005.9,,,,24.0,9999.0,,ENDERBY ISLAND AWS,NZ,939290-99999,2019,8,1.0
