usaf,wban,datetime,latitude,longitude,elevation,windAngle,windSpeed,temperature,seaLvlPressure,cloudCoverage,presentWeatherIndicator,pastWeatherIndicator,precipTime,precipDepth,snowDepth,stationName,countryOrRegion,p_k,year,day,version
412164,99999,2019-09-23,25.027,55.366,50.0,90.0,2.6,29.0,,CLR,,,,,,DUBAI MINHAD AB,AE,412164-99999,2019,1,1.0
387500,99999,2019-09-23,37.467,53.967,-22.0,320.0,4.0,27.2,1007.1,OVC,,,,,,ESENGULY,TX,387500-99999,2019,1,1.0
298070,99999,2019-09-23,53.35,75.45,94.0,,,12.0,1019.4,FEW,,,,,,ERTIS,KZ,298070-99999,2019,1,1.0
998193,99999,2019-09-23,21.433,-157.783,3.0,100.0,5.1,29.0,1014.1,,,,,,,MOKUOLOE,US,998193-99999,2019,1,1.0
576870,99999,2019-09-23,28.117,112.783,120.0,340.0,3.0,26.5,1005.0,BKN,,,,,,CHANGSHA,CH,576870-99999,2019,1,1.0
564440,99999,2019-09-23,28.45,98.883,3320.0,110.0,2.0,13.6,,OVC,,,,,,DEQEN,CH,564440-99999,2019,1,1.0
383960,99999,2019-09-23,41.567,60.633,101.0,100.0,2.0,24.1,1000.9,FEW,,,,,,URGENCH,UZ,383960-99999,2019,1,1.0
976900,99999,2019-09-23,-2.567,140.483,99.0,270.0,1.0,28.1,1011.1,BKN,,,,,,SENTANI,ID,976900-99999,2019,1,1.0
685870,99999,2019-09-23,-31.067,30.233,12.0,270.0,1.5,15.6,1008.5,,,,,,,PORT EDWARD,SF,685870-99999,2019,1,1.0
024320,99999,2019-09-23,59.233,15.05,53.0,240.0,7.0,16.1,999.0,,,,,,,OREBRO,SW,024320-99999,2019,1,1.0
965950,99999,2019-09-23,-0.95,114.9,60.0,0.0,0.0,24.4,1012.5,OVC,5.0,2.0,,,,MUARATEWE/BERINGIN,ID,965950-99999,2019,1,1.0
725240,14820,2019-09-23,41.417,-81.85,245.0,20.0,3.6,24.4,1015.5,BKN,,,,,,CLEVELAND-HOPKINS INTERNATIONAL AP,US,725240-14820,2019,1,1.0
683500,99999,2019-09-23,-26.733,27.067,1351.0,10.0,2.1,6.9,,,,,,,,POTCHEFSTROOM,SF,683500-99999,2019,1,1.0
386830,99999,2019-09-23,39.717,64.617,226.0,,,25.0,1001.0,,,,,,,BUHARA,UZ,386830-99999,2019,1,1.0
596730,99999,2019-09-23,21.733,112.767,18.0,20.0,4.0,28.5,1001.8,BKN,,,24.0,121.0,,SHANGCHUAN DAO,CH,596730-99999,2019,1,1.0
689160,99999,2019-09-23,-34.35,18.5,238.0,200.0,6.7,12.2,1010.4,,,,18.0,60.0,,CAPE POINT,SF,689160-99999,2019,1,1.0
685890,99999,2019-09-23,-29.267,29.517,1763.0,260.0,1.0,8.4,,,,,,,,GIANTS CASTLE,SF,685890-99999,2019,1,1.0
574110,99999,2019-09-23,30.75,106.133,347.0,20.0,1.0,23.8,1006.7,,,,,,,GAOPING,CH,574110-99999,2019,1,1.0
080850,99999,2019-09-23,42.777,-1.65,459.0,340.0,6.2,16.7,1019.2,,,,6.0,9999.0,,PAMPLONA,SP,080850-99999,2019,1,1.0
471840,99999,2019-09-23,33.52,126.53,24.0,340.0,1.5,24.5,1006.4,OVC,21.0,6.0,12.0,9999.0,,JEJU,KS,471840-99999,2019,1,1.0
915830,99999,2019-09-23,-20.93,165.33,14.0,,,25.2,,,,,99.0,9999.0,,POINDIMIE (NLLE-CALEDONIE),NC,915830-99999,2019,1,1.0
333250,99999,2019-09-23,50.233,28.733,224.0,240.0,1.0,18.4,1014.0,,,,,,,ZHYTOMYR,UP,333250-99999,2019,1,1.0
998435,99999,2019-09-23,44.703,-75.495,10.0,0.0,0.0,21.1,1012.7,,,,,,,OGDENSBURG,US,998435-99999,2019,1,1.0
150630,99999,2019-09-23,47.195,23.047,295.0,150.0,2.0,19.0,1020.6,CLR,,,6.0,9999.0,,ZALAU,RO,150630-99999,2019,1,1.0
223120,99999,2019-09-23,66.7,32.883,18.0,210.0,2.0,6.6,,,,,,,,KOVDA,RS,223120-99999,2019,1,1.0
683610,99999,2019-09-23,-26.15,28.0,1626.0,0.0,0.0,7.6,,,,,,,,JOHANNESBURG BOT. GARDENS,SF,683610-99999,2019,1,1.0
368640,99999,2019-09-23,43.533,75.25,743.0,140.0,2.0,18.2,1008.7,,,,,,,OTAR,KZ,368640-99999,2019,1,1.0
337910,99999,2019-09-23,48.033,33.217,124.0,250.0,1.0,15.8,1015.3,,,,,,,KRYVYI RIH,UP,337910-99999,2019,1,1.0
